1.000000000000000888e+00,-8.999305555555555003e+00,5.183333333333333195e-03,5.026103383333333507e-01,5.000000000000000240e-05,5.924999999999999017e-02,5.850000000000000755e-01,1.150000000000000000e+01
2.700000000000002398e+00,-8.999305555555555003e+00,5.141666666666666781e-03,5.028801483333332767e-01,2.399999999999999790e-04,5.908333333333334186e-02,5.958333333333333259e-01,1.059999999999999964e+01
8.999999999999952482e-01,-8.999305555555555003e+00,5.100000000000000366e-03,5.030165524999999915e-01,3.299999999999999982e-04,5.341666666666665397e-02,5.883333333333332638e-01,4.400000000000000355e+00
1.999999999999996225e+00,-8.999305555555555003e+00,5.133333333333333498e-03,5.027121075000000605e-01,6.999999999999999387e-05,5.908333333333334186e-02,5.366666666666667362e-01,1.059999999999999964e+01
1.400000000000001243e+00,-8.999305555555555003e+00,5.174999999999999913e-03,5.029308358333333118e-01,6.999999999999999387e-05,5.891666666666667274e-02,5.883333333333332638e-01,1.059999999999999964e+01
1.900000000000001688e+00,-8.999305555555555003e+00,5.191666666666666478e-03,5.030156816666666586e-01,4.000000000000000327e-05,5.883333333333332776e-02,5.883333333333332638e-01,1.109999999999999964e+01
2.100000000000001865e+00,-8.999305555555555003e+00,5.208333333333333912e-03,5.030709141666666051e-01,5.999999999999999474e-05,5.924999999999999017e-02,5.924999999999999156e-01,1.150000000000000000e+01
6.000000000000005329e-01,-8.999305555555555003e+00,5.216666666666667194e-03,5.031251150000000116e-01,8.000000000000000654e-05,5.958333333333333537e-02,5.958333333333333259e-01,1.190000000000000036e+01
1.300000000000001155e+00,-8.999305555555555003e+00,5.225000000000000477e-03,5.031832824999999954e-01,2.000000000000000164e-05,6.041666666666665325e-02,5.991666666666667362e-01,1.290000000000000036e+01
3.999999999999948042e-01,-8.999305555555555003e+00,5.225000000000000477e-03,5.030236741666667122e-01,5.000000000000000240e-05,6.075000000000000538e-02,6.075000000000000400e-01,1.330000000000000071e+01
0.000000000000000000e+00,-8.999305555555555003e+00,5.216666666666667194e-03,5.029520616666666166e-01,1.300000000000000157e-04,6.108333333333332282e-02,6.108333333333333393e-01,1.340000000000000036e+01
4.199999999999998401e+00,-8.999305555555555003e+00,5.116666666666666065e-03,5.030027391666666015e-01,1.100000000000000039e-04,5.383333333333333026e-02,6.116666666666666918e-01,4.299999999999999822e+00
